state,district,season,crop,area,production
उत्तर प्रदेश (Uttar Pradesh),BASTI,Rabi       ,Other  Rabi pulses,6233,6027
उत्तर प्रदेश (Uttar Pradesh),BUDAUN,Kharif     ,Bajra,113254,138216
उत्तर प्रदेश (Uttar Pradesh),KHERI,Kharif     ,Sesamum,3241,707
उत्तर प्रदेश (Uttar Pradesh),KAUSHAMBI,Whole Year ,Tobacco,20,87
उत्तर प्रदेश (Uttar Pradesh),KAUSHAMBI,Kharif     ,Moong(Green Gram),13,4
उत्तर प्रदेश (Uttar Pradesh),BULANDSHAHR,Kharif     ,Sesamum,52,10
उत्तर प्रदेश (Uttar Pradesh),PRATAPGARH,Rabi       ,Linseed,3,1
उत्तर प्रदेश (Uttar Pradesh),FARRUKHABAD,Kharif     ,Sunflower,958,1848
उत्तर प्रदेश (Uttar Pradesh),AMROHA,Rabi       ,Onion,10,230
उत्तर प्रदेश (Uttar Pradesh),KASGANJ,Kharif     ,Sugarcane,7531,467012
उत्तर प्रदेश (Uttar Pradesh),AURAIYA,Rabi       ,Peas & beans (Pulses),153,224
उत्तर प्रदेश (Uttar Pradesh),FARRUKHABAD,Kharif     ,Dry chillies,197,159
उत्तर प्रदेश (Uttar Pradesh),KAUSHAMBI,Kharif     ,Arhar/Tur,7847,9014
उत्तर प्रदेश (Uttar Pradesh),SULTANPUR,Kharif     ,Groundnut,9,7
उत्तर प्रदेश (Uttar Pradesh),SONBHADRA,Rabi       ,Wheat,63344,105689
उत्तर प्रदेश (Uttar Pradesh),MIRZAPUR,Kharif     ,Small millets,2474,990
उत्तर प्रदेश (Uttar Pradesh),RAE BARELI,Kharif     ,Urad,13673,6139
उत्तर प्रदेश (Uttar Pradesh),अलीगढ़ (ALIGARH),Kharif     ,Jowar,11,6
उत्तर प्रदेश (Uttar Pradesh),BASTI,Summer     ,Moong(Green Gram),62,45
उत्तर प्रदेश (Uttar Pradesh),MAINPURI,Rabi       ,Garlic,6876,30234
उत्तर प्रदेश (Uttar Pradesh),GONDA,Rabi       ,Coriander,12,7
उत्तर प्रदेश (Uttar Pradesh),अलीगढ़ (ALIGARH),Kharif     ,Groundnut,2,1
उत्तर प्रदेश (Uttar Pradesh),AZAMGARH,Summer     ,Urad,170,118
उत्तर प्रदेश (Uttar Pradesh),VARANASI,Rabi       ,Wheat,68652,185859
उत्तर प्रदेश (Uttar Pradesh),PRATAPGARH,Whole Year ,Turmeric,1,2
उत्तर प्रदेश (Uttar Pradesh),BAGHPAT,Rabi       ,Wheat,55863,230100
उत्तर प्रदेश (Uttar Pradesh),ETAWAH,Rabi       ,Potato,12506,290277
उत्तर प्रदेश (Uttar Pradesh),अम्बेडकर नगर (AMBEDKAR NAGAR),Kharif     ,Sugarcane,11315,660797
उत्तर प्रदेश (Uttar Pradesh),HATHRAS,Whole Year ,Sugarcane,504,30436
उत्तर प्रदेश (Uttar Pradesh),BANDA,Kharif     ,Sesamum,2223,393
उत्तर प्रदेश (Uttar Pradesh),HATHRAS,Rabi       ,Urad,15,7
उत्तर प्रदेश (Uttar Pradesh),MEERUT,Kharif     ,Arhar/Tur,963,743
उत्तर प्रदेश (Uttar Pradesh),KHERI,Rabi       ,Wheat,191001,652077
उत्तर प्रदेश (Uttar Pradesh),आगरा (AGRA),Kharif     ,Sugarcane,145,6106
उत्तर प्रदेश (Uttar Pradesh),ETAWAH,Summer     ,Moong(Green Gram),2086,2524
उत्तर प्रदेश (Uttar Pradesh),BALRAMPUR,Rabi       ,Maize,33,117
उत्तर प्रदेश (Uttar Pradesh),AZAMGARH,Rabi       ,Gram,6927,7690
उत्तर प्रदेश (Uttar Pradesh),SAHARANPUR,Kharif     ,Sweet potato,22,296
उत्तर प्रदेश (Uttar Pradesh),अम्बेडकर नगर (AMBEDKAR NAGAR),Rabi       ,Maize,7,22
उत्तर प्रदेश (Uttar Pradesh),CHITRAKOOT,Kharif     ,Small millets,860,520
उत्तर प्रदेश (Uttar Pradesh),FATEHPUR,Rabi       ,Turmeric,12,37
उत्तर प्रदेश (Uttar Pradesh),GHAZIPUR,Rabi       ,Rapeseed &Mustard,417,470
उत्तर प्रदेश (Uttar Pradesh),RAE BARELI,Rabi       ,Potato,4297,57081
उत्तर प्रदेश (Uttar Pradesh),HARDOI,Kharif     ,Moong(Green Gram),132,44
उत्तर प्रदेश (Uttar Pradesh),BAREILLY,Kharif     ,Maize,54,106
उत्तर प्रदेश (Uttar Pradesh),AURAIYA,Rabi       ,Garlic,2538,14949
उत्तर प्रदेश (Uttar Pradesh),BAGHPAT,Kharif     ,Sesamum,1,0
उत्तर प्रदेश (Uttar Pradesh),SITAPUR,Rabi       ,Barley,5803,9393
उत्तर प्रदेश (Uttar Pradesh),PRATAPGARH,Kharif     ,Guar seed,16,13
उत्तर प्रदेश (Uttar Pradesh),LALITPUR,Kharif     ,Arhar/Tur,124,107
उत्तर प्रदेश (Uttar Pradesh),BUDAUN,Whole Year ,Guar seed,22,18
उत्तर प्रदेश (Uttar Pradesh),SHRAVASTI,Kharif     ,Rice,73500,163832
उत्तर प्रदेश (Uttar Pradesh),SANT KABEER NAGAR,Kharif     ,Sesamum,176,38
उत्तर प्रदेश (Uttar Pradesh),MUZAFFARNAGAR,Rabi       ,Gram,147,147
उत्तर प्रदेश (Uttar Pradesh),MIRZAPUR,Kharif     ,Groundnut,2927,4405
उत्तर प्रदेश (Uttar Pradesh),SONBHADRA,Rabi       ,Turmeric,7,22
उत्तर प्रदेश (Uttar Pradesh),RAMPUR,Kharif     ,Rice,133026,302368
उत्तर प्रदेश (Uttar Pradesh),GHAZIABAD,Kharif     ,Sweet potato,13,160
उत्तर प्रदेश (Uttar Pradesh),SHAMLI,Kharif     ,Sugarcane,65837,5045221
उत्तर प्रदेश (Uttar Pradesh),GHAZIPUR,Rabi       ,Barley,4484,7141
उत्तर प्रदेश (Uttar Pradesh),ETAWAH,Kharif     ,Sesamum,944,39
उत्तर प्रदेश (Uttar Pradesh),PRATAPGARH,Rabi       ,Potato,5430,109438
उत्तर प्रदेश (Uttar Pradesh),HARDOI,Rabi       ,Peas & beans (Pulses),1376,1448
उत्तर प्रदेश (Uttar Pradesh),GHAZIPUR,Rabi       ,Maize,37,41
उत्तर प्रदेश (Uttar Pradesh),GORAKHPUR,Summer     ,Urad,21,15
उत्तर प्रदेश (Uttar Pradesh),इलाहाबाद (ALLAHABAD),Rabi       ,Wheat,211443,479894
उत्तर प्रदेश (Uttar Pradesh),MAINPURI,Rabi       ,Barley,4962,16162
उत्तर प्रदेश (Uttar Pradesh),VARANASI,Rabi       ,Rapeseed &Mustard,676,522
उत्तर प्रदेश (Uttar Pradesh),SONBHADRA,Kharif     ,Sesamum,4742,465
उत्तर प्रदेश (Uttar Pradesh),BULANDSHAHR,Rabi       ,Gram,37,43
उत्तर प्रदेश (Uttar Pradesh),HAMIRPUR,Kharif     ,Bajra,393,329
उत्तर प्रदेश (Uttar Pradesh),PILIBHIT,Kharif     ,Arhar/Tur,6,5
उत्तर प्रदेश (Uttar Pradesh),BASTI,Summer     ,Sunflower,33,61
उत्तर प्रदेश (Uttar Pradesh),JALAUN,Kharif     ,Jowar,10657,2634
उत्तर प्रदेश (Uttar Pradesh),LALITPUR,Rabi       ,Peas & beans (Pulses),29299,26486
उत्तर प्रदेश (Uttar Pradesh),HARDOI,Rabi       ,Rapeseed &Mustard,10807,11284
उत्तर प्रदेश (Uttar Pradesh),KUSHI NAGAR,Rabi       ,Wheat,106768,247802
उत्तर प्रदेश (Uttar Pradesh),BAGHPAT,Whole Year ,Onion,124,1590
उत्तर प्रदेश (Uttar Pradesh),अलीगढ़ (ALIGARH),Kharif     ,Groundnut,6,6
उत्तर प्रदेश (Uttar Pradesh),DEORIA,Rabi       ,Gram,872,771
उत्तर प्रदेश (Uttar Pradesh),ETAWAH,Kharif     ,Maize,5898,9904
उत्तर प्रदेश (Uttar Pradesh),HARDOI,Kharif     ,Bajra,5491,6579
उत्तर प्रदेश (Uttar Pradesh),VARANASI,Kharif     ,Dry chillies,356,288
उत्तर प्रदेश (Uttar Pradesh),UNNAO,Kharif     ,Soyabean,18,14
उत्तर प्रदेश (Uttar Pradesh),अम्बेडकर नगर (AMBEDKAR NAGAR),Rabi       ,Rapeseed &Mustard,3699,2530
उत्तर प्रदेश (Uttar Pradesh),SITAPUR,Rabi       ,Onion,32,375
उत्तर प्रदेश (Uttar Pradesh),BAGHPAT,Kharif     ,Urad,486,328
उत्तर प्रदेश (Uttar Pradesh),MATHURA,Whole Year ,Sannhamp,19,6
उत्तर प्रदेश (Uttar Pradesh),अलीगढ़ (ALIGARH),Kharif     ,Arhar/Tur,17930,11828
उत्तर प्रदेश (Uttar Pradesh),SHAHJAHANPUR,Kharif     ,Sesamum,10120,3289
उत्तर प्रदेश (Uttar Pradesh),अमेठी (AMETHI),Summer     ,Urad,4732,2127
उत्तर प्रदेश (Uttar Pradesh),इलाहाबाद (ALLAHABAD),Whole Year ,Coriander,20,11
उत्तर प्रदेश (Uttar Pradesh),KUSHI NAGAR,Kharif     ,Moth,3,1
उत्तर प्रदेश (Uttar Pradesh),AURAIYA,Summer     ,Maize,127,201
उत्तर प्रदेश (Uttar Pradesh),VARANASI,Kharif     ,Bajra,3538,3069
उत्तर प्रदेश (Uttar Pradesh),KANNAUJ,Kharif     ,Sesamum,1405,301
उत्तर प्रदेश (Uttar Pradesh),आगरा (AGRA),Rabi       ,Peas & beans (Pulses),149,191
उत्तर प्रदेश (Uttar Pradesh),SHRAVASTI,Kharif     ,Groundnut,158,141
उत्तर प्रदेश (Uttar Pradesh),GHAZIPUR,Kharif     ,Rice,137877,261830
उत्तर प्रदेश (Uttar Pradesh),FIROZABAD,Rabi       ,Wheat,104505,330205
उत्तर प्रदेश (Uttar Pradesh),KAUSHAMBI,Summer     ,Moong(Green Gram),95,25
उत्तर प्रदेश (Uttar Pradesh),RAE BARELI,Kharif     ,Arhar/Tur,13455,16630
उत्तर प्रदेश (Uttar Pradesh),JALAUN,Rabi       ,Linseed,624,320
उत्तर प्रदेश (Uttar Pradesh),SULTANPUR,Kharif     ,Arhar/Tur,9277,11814
उत्तर प्रदेश (Uttar Pradesh),BANDA,Kharif     ,Small millets,62,77
उत्तर प्रदेश (Uttar Pradesh),SULTANPUR,Rabi       ,Gram,7861,7890
उत्तर प्रदेश (Uttar Pradesh),SHAMLI,Kharif     ,Arhar/Tur,4,3
उत्तर प्रदेश (Uttar Pradesh),JALAUN,Summer     ,Onion,34,335
उत्तर प्रदेश (Uttar Pradesh),SANT RAVIDAS NAGAR,Rabi       ,Rapeseed &Mustard,148,73
उत्तर प्रदेश (Uttar Pradesh),HARDOI,Rabi       ,Wheat,303374,868139
उत्तर प्रदेश (Uttar Pradesh),FAIZABAD,Rabi       ,Wheat,79203,208895
उत्तर प्रदेश (Uttar Pradesh),MAU,Kharif     ,Bajra,370,628
उत्तर प्रदेश (Uttar Pradesh),SIDDHARTH NAGAR,Rabi       ,Peas & beans (Pulses),3190,4094
उत्तर प्रदेश (Uttar Pradesh),GORAKHPUR,Kharif     ,Arhar/Tur,3967,2565
उत्तर प्रदेश (Uttar Pradesh),GORAKHPUR,Kharif     ,Urad,83,34
उत्तर प्रदेश (Uttar Pradesh),AURAIYA,Whole Year ,Sannhamp,17,6
उत्तर प्रदेश (Uttar Pradesh),SHAHJAHANPUR,Kharif     ,Cotton(lint),8,6
उत्तर प्रदेश (Uttar Pradesh),GONDA,Rabi       ,Tobacco,1591,6135
उत्तर प्रदेश (Uttar Pradesh),BAREILLY,Rabi       ,Masoor,5467,4488
उत्तर प्रदेश (Uttar Pradesh),FATEHPUR,Whole Year ,Turmeric,9,16
उत्तर प्रदेश (Uttar Pradesh),SITAPUR,Whole Year ,Peas & beans (Pulses),2449,3037
उत्तर प्रदेश (Uttar Pradesh),MAINPURI,Kharif     ,Urad,314,167
उत्तर प्रदेश (Uttar Pradesh),RAE BARELI,Kharif     ,Groundnut,1120,454
उत्तर प्रदेश (Uttar Pradesh),LUCKNOW,Kharif     ,Maize,3042,2421
उत्तर प्रदेश (Uttar Pradesh),UNNAO,Kharif     ,Urad,23732,11605
उत्तर प्रदेश (Uttar Pradesh),SAHARANPUR,Kharif     ,Guar seed,185,154
उत्तर प्रदेश (Uttar Pradesh),FARRUKHABAD,Rabi       ,Wheat,72185,249945
उत्तर प्रदेश (Uttar Pradesh),BAGHPAT,Kharif     ,Urad,421,161
उत्तर प्रदेश (Uttar Pradesh),KASGANJ,Kharif     ,Groundnut,163,163
उत्तर प्रदेश (Uttar Pradesh),ETAWAH,Kharif     ,Groundnut,97,58
उत्तर प्रदेश (Uttar Pradesh),MAU,Kharif     ,Urad,66,18
उत्तर प्रदेश (Uttar Pradesh),MORADABAD,Whole Year ,Onion,306,3945
उत्तर प्रदेश (Uttar Pradesh),KANPUR NAGAR,Kharif     ,Jowar,28302,34487
उत्तर प्रदेश (Uttar Pradesh),BULANDSHAHR,Rabi       ,Rapeseed &Mustard,6593,7842
उत्तर प्रदेश (Uttar Pradesh),FARRUKHABAD,Whole Year ,Dry chillies,204,194
उत्तर प्रदेश (Uttar Pradesh),JAUNPUR,Summer     ,Sunflower,12,26
उत्तर प्रदेश (Uttar Pradesh),AZAMGARH,Rabi       ,Masoor,120,139
उत्तर प्रदेश (Uttar Pradesh),MAHARAJGANJ,Summer     ,Sunflower,1,2
उत्तर प्रदेश (Uttar Pradesh),FIROZABAD,Rabi       ,Onion,111,1551
उत्तर प्रदेश (Uttar Pradesh),SITAPUR,Rabi       ,Masoor,22503,17102
उत्तर प्रदेश (Uttar Pradesh),BAREILLY,Kharif     ,Groundnut,170,78
उत्तर प्रदेश (Uttar Pradesh),GONDA,Whole Year ,Sweet potato,174,2022
उत्तर प्रदेश (Uttar Pradesh),SANT KABEER NAGAR,Kharif     ,Arhar/Tur,4958,4274
उत्तर प्रदेश (Uttar Pradesh),BUDAUN,Summer     ,Moong(Green Gram),41,29
उत्तर प्रदेश (Uttar Pradesh),LUCKNOW,Kharif     ,Sesamum,722,114
उत्तर प्रदेश (Uttar Pradesh),DEORIA,Kharif     ,Arhar/Tur,5837,3822
उत्तर प्रदेश (Uttar Pradesh),AMROHA,Kharif     ,Cotton(lint),1,
उत्तर प्रदेश (Uttar Pradesh),MAU,Kharif     ,Rice,89139,186084
उत्तर प्रदेश (Uttar Pradesh),BALLIA,Kharif     ,Bajra,2012,3996
उत्तर प्रदेश (Uttar Pradesh),SHAHJAHANPUR,Rabi       ,Turmeric,27,78
उत्तर प्रदेश (Uttar Pradesh),BASTI,Rabi       ,Rapeseed &Mustard,2539,2872
उत्तर प्रदेश (Uttar Pradesh),KANPUR NAGAR,Whole Year ,Sannhamp,62,20
उत्तर प्रदेश (Uttar Pradesh),MORADABAD,Kharif     ,Groundnut,100,67
उत्तर प्रदेश (Uttar Pradesh),SULTANPUR,Rabi       ,Peas & beans (Pulses),10113,9284
उत्तर प्रदेश (Uttar Pradesh),KASGANJ,Summer     ,Sunflower,30,46
उत्तर प्रदेश (Uttar Pradesh),BALLIA,Summer     ,Moong(Green Gram),266,179
उत्तराखंड (Uttarakhand),PAURI GARHWAL,Rabi       ,Other  Rabi pulses,22,10
उत्तराखंड (Uttarakhand),अल्मोड़ा (ALMORA),Whole Year ,Onion,547,2188
उत्तराखंड (Uttarakhand),BAGESHWAR,Kharif     ,Other Cereals & Millets,411,164
उत्तराखंड (Uttarakhand),HARIDWAR,Kharif     ,Arhar/Tur,4,3
उत्तराखंड (Uttarakhand),PITHORAGARH,Rabi       ,Lentil,4017,3105
उत्तराखंड (Uttarakhand),HARIDWAR,Rabi       ,Maize,33,53
उत्तराखंड (Uttarakhand),UTTAR KASHI,Kharif     ,Maize,681,718
उत्तराखंड (Uttarakhand),HARIDWAR,Kharif     ,Urad,57,27
उत्तराखंड (Uttarakhand),CHAMPAWAT,Whole Year ,Garlic,145,218
उत्तराखंड (Uttarakhand),DEHRADUN,Kharif     ,Other Cereals & Millets,147,44
उत्तराखंड (Uttarakhand),CHAMOLI,Kharif     ,Horse-gram,392,235
उत्तराखंड (Uttarakhand),अल्मोड़ा (ALMORA),Rabi       ,Potato,824,18301
उत्तराखंड (Uttarakhand),BAGESHWAR,Rabi       ,Gram,1,1
उत्तराखंड (Uttarakhand),PITHORAGARH,Rabi       ,Masoor,3514,1370
उत्तराखंड (Uttarakhand),PAURI GARHWAL,Kharif     ,Arhar/Tur,307,268
उत्तराखंड (Uttarakhand),UTTAR KASHI,Kharif     ,Soyabean,44,28
उत्तराखंड (Uttarakhand),DEHRADUN,Rabi       ,Other  Rabi pulses,5,4
उत्तराखंड (Uttarakhand),CHAMOLI,Rabi       ,Wheat,13506,15386
उत्तराखंड (Uttarakhand),CHAMPAWAT,Kharif     ,Sesamum,14,2
उत्तराखंड (Uttarakhand),UTTAR KASHI,Kharif     ,Other Kharif pulses,1250,841
उत्तराखंड (Uttarakhand),DEHRADUN,Rabi       ,Masoor,410,286
उत्तराखंड (Uttarakhand),BAGESHWAR,Rabi       ,Barley,1237,1596
उत्तराखंड (Uttarakhand),CHAMOLI,Rabi       ,Potato,8,147
उत्तराखंड (Uttarakhand),PAURI GARHWAL,Kharif     ,Horse-gram,2198,1583
उत्तराखंड (Uttarakhand),अल्मोड़ा (ALMORA),Kharif     ,Maize,1656,2887
उत्तराखंड (Uttarakhand),UDAM SINGH NAGAR,Rabi       ,Gram,3,3
उत्तराखंड (Uttarakhand),HARIDWAR,Kharif     ,Urad,68,37
उत्तराखंड (Uttarakhand),RUDRA PRAYAG,Kharif     ,Rice,10050,12865
उत्तराखंड (Uttarakhand),अल्मोड़ा (ALMORA),Kharif     ,Horse-gram,1782,1408
उत्तराखंड (Uttarakhand),UDAM SINGH NAGAR,Summer     ,Urad,14,7
उत्तराखंड (Uttarakhand),RUDRA PRAYAG,Whole Year ,Garlic,34,49
उत्तराखंड (Uttarakhand),HARIDWAR,Rabi       ,Rapeseed &Mustard,987,905
उत्तराखंड (Uttarakhand),HARIDWAR,Whole Year ,Sugarcane,68331,4120359
उत्तराखंड (Uttarakhand),BAGESHWAR,Whole Year ,Potato,336,4267
उत्तराखंड (Uttarakhand),अल्मोड़ा (ALMORA),Kharif     ,Other Cereals & Millets,14290,16260
उत्तराखंड (Uttarakhand),BAGESHWAR,Kharif     ,Horse-gram,17,14
उत्तराखंड (Uttarakhand),PITHORAGARH,Rabi       ,Other Cereals & Millets,200,241
उत्तराखंड (Uttarakhand),TEHRI GARHWAL,Rabi       ,Masoor,1043,490
उत्तराखंड (Uttarakhand),BAGESHWAR,Kharif     ,Ragi,6261,7736
उत्तराखंड (Uttarakhand),अल्मोड़ा (ALMORA),Whole Year ,Garlic,176,211
उत्तराखंड (Uttarakhand),UTTAR KASHI,Kharif     ,Potato,2855,25661
उत्तराखंड (Uttarakhand),CHAMPAWAT,Whole Year ,Dry ginger,345,2933
उत्तराखंड (Uttarakhand),अल्मोड़ा (ALMORA),Kharif     ,Horse-gram,1268,1014
उत्तराखंड (Uttarakhand),UTTAR KASHI,Rabi       ,Masoor,280,236
उत्तराखंड (Uttarakhand),अल्मोड़ा (ALMORA),Rabi       ,Rapeseed &Mustard,390,148
उत्तराखंड (Uttarakhand),RUDRA PRAYAG,Kharif     ,Ragi,6335,8950
उत्तराखंड (Uttarakhand),UDAM SINGH NAGAR,Rabi       ,Urad,65,29
उत्तराखंड (Uttarakhand),HARIDWAR,Rabi       ,Potato,422,8440
उत्तराखंड (Uttarakhand),NAINITAL,Rabi       ,Masoor,446,342
उत्तराखंड (Uttarakhand),CHAMOLI,Kharif     ,Maize,196,175
उत्तराखंड (Uttarakhand),CHAMOLI,Whole Year ,Garlic,40,68
उत्तराखंड (Uttarakhand),NAINITAL,Rabi       ,Other  Rabi pulses,15,7
पश्चिम बंगाल (West Bengal),HOOGHLY,Whole Year ,Potato,94759,881590
